id,nomor_registrasi,nama,tipe,komposisi,indikasi_umum,indikasi
5947,DKL9702324001C1,clinbercin 300,kapsul,clindamycin hydrochloride,"infeksi saluran nafas , otitis media , infeksi kulit , osteomielitis , endokarditis , infeksi bakteri anaerob , profilaksis infeksi paska bedah",osteomielitis| infeksi saluran pernapasan| infeksi kulit| endokarditis| otitis media| infeksi bakteri
5947,DKL9702324001C1,clinbercin,kapsul,clindamycin hydrochloride,"infeksi saluran nafas , otitis media , infeksi kulit , osteomielitis , endokarditis , infeksi bakteri anaerob , profilaksis infeksi paska bedah",osteomielitis| infeksi saluran pernapasan| infeksi kulit| endokarditis| otitis media| infeksi bakteri
5950,DKL1821647301A1,clinidac,kapsul,clindamycin hydrochloride,"infeksi gram positif serius berat , infeksi saluran nafas atas bawah , infeksi kulit jaringan lunak , infeksi serius",infeksi| infeksi kulit| infeksi saluran pernapasan| infeksi bakteri
5951,DKL1821647301B1,clinidac 300,kapsul,clindamycin hydrochloride,"infeksi gr - serius berat , disebabkan organisme peka strep , pneumokokus staph , bakteri anaerob  infeksi sal nafas , kulit jar lunak infeksi serius",infeksi kulit| infeksi streptococcus| infeksi saluran pernapasan| infeksi| infeksi staphylococcus| infeksi bakteri
5952,DKL9317608001B1,clinium 150,kapsul,clindamycin hydrochloride,"infeksi serius disebabkan mikro organisme sensitif klindamisin saluran nafas atas , kullit jaringan , inteksi tulang , infeksi disebabkan bakteri anaerob",infeksi saluran pernapasan| infeksi kulit| infeksi| infeksi tulang| infeksi telinga| infeksi bakteri
5953,DKL0117608001C1,clinium 300,kapsul,clindamycin hydrochloride,"infeksi gr - serius berat , disebabkan organisme peka strep , pneumokokus staph , bakteri anaerob  infeksi sal nafas , kulit jar lunak infeksi serius",infeksi kulit| infeksi streptococcus| infeksi saluran pernapasan| infeksi| infeksi staphylococcus| infeksi bakteri
5954,DKL9615609201A1,clinjos 150,kapsul,clindamycin hydrochloride,"terapi infeksi serius disebabkan bakteri sensitif infeksi saluran nafas bawah , infeksi kulit , osteomielitis , infeksi serius disebabkan bakteri anaerob sensitif",osteomielitis| infeksi saluran pernapasan| infeksi kulit| infeksi bakteri
5955,DKL9615609201B1,clinjos 300,kapsul,clindamycin hydrochloride,"terapi infeksi serius disebabkan bakteri sensitif infeksi saluran nafas bawah , infeksi kulit , osteomielitis , infeksi serius disebabkan bakteri anaerob sensitif",osteomielitis| infeksi saluran pernapasan| infeksi kulit| infeksi bakteri
5957,DKL9513304801A1,clinmas 150,kapsul,clindamycin hydrochloride,"infeksi saluran nafas , kulit jaringan lunak , tulang , intra abdominal , ginekologis , septikemia",septikemia| intra abdominal| infeksi saluran pernapasan
5960,DKL9513304801B1,clinmas 300,kapsul,clindamycin hydrochloride,"infeksi gr - serius berat , disebabkan organisme peka strep , pneumokokus staph , bakteri anaerob  infeksi sal nafas , kulit jar lunak infeksi serius",infeksi kulit| infeksi streptococcus| infeksi saluran pernapasan| infeksi| infeksi staphylococcus| infeksi bakteri
5961,DKL7205508410A1,colistine actavis,tablet,colistin sulfate,"gastroenteritis anak , enterokolitis disentri basiler akibat bakteri gram negatif",gastroenteritis| disentri| enterokolitis
5966,DKL7622200633A1,colsancetine,suspensi,chloramphenicol palmitate,"demam tifoid paratifoid , infeksi disebabkan bakteri salmonela spesies h  influenza , rickettsia , limfogranuloma - group psitakosis bakteri gram negatif penyebab bakteremia meningitis",demam paratifoid| psitakosis| paratifus| rakitis| infeksi| lymphogranuloma| meningitis| demam tifoid| flu| bakteremia
5970,DKL8320600901B1,conmycin,kapsul,tetracycline hydrochloride,infeksi disebabkan organisme sensitif tetrasiklin,infeksi
5971,DKL0520615138A1,conucol,sirup,thiamphenicol,"pengobatan infeksi saluran napa , saluran kemih kelamin , gastro intestinal , tifoid , paratifoid , salmonellosis , brucellosis , infeksi disebabkan organisme peka",brucellosis| demam paratifoid| infeksi saluran pernapasan| paratifus| infeksi salmonella| infeksi organisme| infeksi saluran kemih| infeksi saluran kelamin
5972,DKL8804203209B1,corifam 450,kaplet,rifampicin,tbc lepra,lepra| tbc (tuberkulosis)
5973,DKL9404208009B1,coroflox,kaplet,ciprofloxacin hydrochloride,"infeksi2 saluran kemih , saluran nafas , kulit jaringan lunak , tulang sendi , saluran cerna , go akut",infeksi saluran pernapasan| infeksi kulit| infeksi saluran pencernaan| infeksi| infeksi saluran kemih| gonore| infeksi tulang
5974,DKL8504301638A1,corsatrocin,sirup,erythromycin ethyl succinate,"infeksi saluran nafas, kulit dan jaringan lunak, pneumonia, go, infeksi karena kuman yang peka terhadap eritromisin",infeksi| gonore| pneumonia| infeksi saluran pernapasan
5975,DKL9421000904C1,cotrim forte,kaplet,sulfamethoxazole,"infeksi saluran nafas , saluran kemih , saluran pencernaan infeksi penyakit eksaserbasi akut bronkitis kronis , infeksi saluran kemih akut komplikasi , pneumocystis carinii jirovecii pneumonia , otitis medium akut",bronkitis akut dan kronis| pneumocystis jirovecii pneumonia| infeksi saluran pernapasan| infeksi saluran pencernaan| infeksi saluran kemih| penyakit infeksi| otitis media| pneumonia
5983,DKL9513008209B1,cylowam 500,kaplet,ciprofloxacin hydrochloride,"infeksi saluran kemih , uretritis gonore , servisitis sal pernafasan kecuali disebabkan streptococus , sal cerna tifoid paratifoid , infeksi kulit jaringan lunak , infeksi tulang sendi",infeksi kulit| infeksi streptococcus| paratifus| infeksi saluran pencernaan| gonore| infeksi saluran kemih| servisitis| infeksi tulang| uretritis
5986,DKL0333305301A1,dacin 150,kapsul,clindamycin,"infeksi sal nafas , kulit jar lunak , infeksi serius bakteri anaerob peka",infeksi| infeksi saluran pernapasan| infeksi kulit| infeksi bakteri
5988,DKL0333305301B1,dacin 300,kapsul,clindamycin hydrochloride,"infeksi sal nafas , kulit jar lunak , infeksi serius bakteri anaerob peka",infeksi| infeksi saluran pernapasan| infeksi kulit| infeksi bakteri
5990,DKL9019808301B1,dalacin c,kapsul,clindamycin hydrochloride,"infeksi gr - serius berat , disebabkan organisme peka strep , pneumokokus staph , bakteri anaerob",infeksi| infeksi staphylococcus| infeksi streptococcus| infeksi bakteri
5991,DKL9505507409B1,danoclav,kaplet,amoxicillin trihydrate,"infeksi sal nafas atas dan bawah, infeksi jar lunak, isk, osteomielitis, peritoditis, infeksi pasca operasi",osteomielitis| infeksi kulit| infeksi saluran pernapasan| peritonitis| infeksi saluran kemih| infeksi pasca operasi
5992,DKL8707906638A1,decamox,sirup,amoxicillin trihydrate,"infeksi saluran napa , saluran kemih kelamin , ginekologi , jantung , tht , kulit jaringan lunak  demam enterik infeksi pencernaan  gonore",infeksi saluran pernapasan| demam| infeksi saluran pencernaan| gonore| gangguan jantung| infeksi saluran kemih
5993,DKL8707906638B1,decamox forte,sirup,amoxicillin trihydrate,"infeksi saluran napa , saluran kemih kelamin , ginekologi , jantung , tht , kulit jaringan lunak  demam enterik infeksi pencernaan  gonore",infeksi saluran pernapasan| demam| infeksi saluran pencernaan| gonore| gangguan jantung| infeksi saluran kemih
5995,DKL9305012309A1,dexaflox,kaplet,pefloxacin,pefloxacininfeksi berat disebabkan kuman gr - gr  infeksi sal kemih,infeksi| infeksi saluran kemih| infeksi bakteri
5996,DKL9505016038A1,dexyclav,sirup,amoxicillin trihydrate,"infeksi sal nafas sinusitis , tonsilitis otitis medium sal nafas , jar lunak kulit , urogenital",tonsilitis| otitis media| infeksi saluran pernapasan| sinusitis
5998,DKL9505016038B1,dexyclav forte,sirup,amoxicillin,"infeksi sal nafas sinusitis , tonsilitis otitis medium sal nafas , jar lunak kulit , urogenital",otitis media| infeksi saluran pernapasan| sinusitis| tonsilitis
5999,DKL9505015001B1,dexycol,kapsul,thiamphenicol,"infeksi yang disebabkan salmonella, h influenzae terutama infeksi meningeal, riketsia, bakteri gr - penyebab bakteremia,meningitis",infeksi salmonella| rakitis| infeksi| meningitis| bakteremia| flu| infeksi bakteri
6000,DKL8805003504A1,dexymox forte,kaplet,amoxicillin trihydrate,"infeksi saluran napas, saluran genito-urinaria, kulit & jaringan lunak yang disebabkan organisme gram positif & gram negatif yang peka terhadap amoxicillin.",infeksi saluran pernapasan
6003,DKL0332708809A1,dothrocyn,kaplet,erythromycin,"infeksi saluran pernafasan , kulit jaringan lunak , amubiasis intestinal , pengobatan sifilis pasien alergi penisilin , uretritis non go , infeksi akibat chlamydia trachomatis , listeriosis , pertusis",infeksi saluran pernapasan| pertusis| uretritis| amebiasis| sifilis| infeksi bakteri
6004,DKL0621632501B1,drovax,kapsul,cefadroxil monohydrate,"mengatasi infeksi saluran pernafasan , saluran kemih kelamin infeksi kulit jaringan lunak",infeksi saluran kemih| infeksi saluran kelamin| infeksi kulit| infeksi saluran pernapasan
6006,DKL0833404738A1,droxal,sirup,cefadroxil,"mengatasi infeksi saluran pernafasan , saluran kemih kelamin infeksi kulit jaringan lunak",infeksi saluran kemih| infeksi saluran pernapasan| infeksi saluran kelamin| infeksi kulit
6007,DKL0833404738B1,droxal forte,sirup,cefadroxil,"mengatasi infeksi saluran pernafasan , saluran kemih kelamin infeksi kulit jaringan lunak",infeksi saluran kemih| infeksi kulit| infeksi saluran pernapasan
6008,DKL0319924101A1,droxefa,kapsul,cefadroxil monohydrate,"mengatasi infeksi saluran pernafasan , saluran kemih kelamin infeksi kulit jaringan lunak",infeksi saluran kemih| infeksi kulit| infeksi saluran pernapasan
6009,DKL8305501001A1,dumocycline,kapsul,tetracycline hydrochloride,"infeksi yang di sebabkan oleh mikroorganisme gram positif dan gram negatif yang sensitif terhadap tetracyclin. infeksi pernafasan dan saluran cerna, infeksi ricketsia, limfogranuloma, meningococcus, gonoccus, infeksi t. pallidium.",rakitis| infeksi saluran pencernaan| meningitis| lymphogranuloma| gonore| infeksi| infeksi treponema pallidum
6010,DKL9321006204A1,duramycin,kaplet,erythromycin ethyl succinate,"infeksi saluran nafas , kulit jaringan lunak , pneumonia , go , infeksi kuman peka eritromisin",infeksi| gonore| pneumonia| infeksi saluran pernapasan
6011,DKL8921003704A1,erabutol plus,kaplet,ethambutol hydrochloride,tuberkulosis paru,tbc (tuberkulosis)
6012,DKL1006311904A1,erlamoxy,kaplet,amoxicillin trihydrate,"infeksi saluran napa , saluran kemih kelamin , ginekologi , jantung , tht , kulit jaringan lunak  demam enterik infeksi pencernaan  gonore",infeksi saluran pernapasan| penyakit kulit| demam| penyakit ginekologi| penyakit jantung| infeksi saluran pencernaan| gonore| infeksi saluran kemih
6016,DKL0506412801A1,erphadrox,kapsul,cefadroxil monohydrate,"mengatasi infeksi saluran pernafasan , saluran kemih kelamin infeksi kulit jaringan lunak",infeksi saluran kemih| infeksi saluran pernapasan| infeksi kulit
6018,DKL9906402804B1,erphatrim forte,kaplet,sulfamethoxazole| trimethoprim,"infeksi saluran kemih , infeksi gastro intestinal , saluran nafas , telinga hidung tenggorokan , toksoplasmosis",infeksi saluran kemih| toksoplasmosis| infeksi gastro intestinal| infeksi saluran pernapasan
6019,DKL8322200363A1,erysanbe 200,tablet,erythromycin ethyl succinate,"infeksi sal nafas , kulit jar lunak , pneumonia , go , infeksi kuman peka eritromisin",infeksi| gonore| pneumonia| infeksi saluran pernapasan
6020,DKL7617622638A1,erythrin,sirup,erythromycin ethyl succinate,"infeksi saluran napa , infeksi kulit jaringan lunak , pneumonia , gonore , sifilis , difteri , intestinal amoebiasis , tetanus , peradangan akibat mikroorganisme peka",infeksi saluran pernapasan| infeksi kulit| difteri| tetanus| gonore| radang| amebiasis| pneumonia| sifilis
6022,DKL0406502838A1,etabiotic,sirup,ampicillin trihydrate,"infeksi bakteri gr gr - sal nafas , sal gl , sal biliari meningen  isk",infeksi bakteri
6027,DKL1106506509A1,etaflox,kaplet,ciprofloxacin hcl monohydrate,"infeksi saluran kemih kecuali prostatitis , uretritis servisitis  go , infeksi saluran cerna tifoid paratifoid , infeksi saluran nafas kecuali pneumonia strep hemolitikus , kulit jaringan lunak , tulang sendi",prostatitis| infeksi saluran pernapasan| infeksi streptococcus| paratifus| infeksi saluran pencernaan| servisitis| infeksi saluran kemih| uretritis| pneumonia
6028,DKL0306502538A1,etamox,sirup,amoxicillin trihydrate,"infeksi kulit dan jaringan lunak : staphylococcus bukan penghasil penisilase, streptococcus, e.coli.infeksi saluran pernafasan : h. influenzae, streptococcus, s.pneumoniae, staphylococcus bukan penghasil penisilase, e.coli.infeksi saluran genitourinary : e.coli, p.mirabilis dan streptococcus faecalis.gonore : n. gonorrhoae (bukan penghasil penisilinase)",infeksi saluran pernapasan| infeksi streptococcus| infeksi kulit| gonore| infeksi saluran kemih| infeksi staphylococcus| pneumonia| flu
6030,DKL0206502104A1,etamox 500,kaplet,amoxicillin trihydrate,"infeksi saluran napas, saluran genito-urinaria, kulit & jaringan lunak yang disebabkan organisme gram positif & gram negatif yang peka terhadap amoxicillin.",infeksi saluran pernapasan
6032,DKL0406503033A1,etamoxul,suspensi,sulfamethoxazole| trimethoprim,"infeksi saluran kemih pielonefritis pielitis protates akutdan kronis disebabkan kuman sensitif e  coli , klebsiella , entorobacter proteus mirabilisinfeksi saluran pencernaan , disebabakan kuman salmonella shigella demam tifoid , paratifoid disentri basiler  infeksi saluran pernafasan , bronkhitis akut kronik sinusitis akut disebabkan kuman h  influenzae s  pneumoniae  infeksi tht , otitis medium akut sinusitis akut disebabkan kuman h  influenzae s  pneumoniae ,",bronkitis akut dan kronis| demam paratifoid| bronkitis| prostatitis| infeksi ginjal| infeksi saluran pernapasan| disentri| demam tifoid| infeksi saluran pencernaan| infeksi saluran kemih| sinusitis| otitis media| pielitis| pneumonia| flu
6033,GKL0112506617A1,ethambutol hcl,tablet,ethambutol,"kandunganethambutolindikasiterapi penyakit tuberkolusis kombinasi obat anti tuberkolusis  kontra indikasineuritis optika radang saraf mata  efek sampingneuritis retrobulbar penurunan ketajaman penglihatan , skot",neuritis optik| penurunan ketajaman penglihatan| radang mata| tbc (tuberkulosis)| edema| skotoma
6034,DKL9509205104B1,farizol,kaplet,metronidazole,"trikomoniasis sal kemih kelamin, amubiasis intra intestinal, amubiasis ekstra intestinal, giardiasis, infeksi vincent. pengobatan & pencegahan infeksi anaerob.",angina vincent| urogenital trichomoniasis| giardiasis| amebiasis| infeksi bakteri
6035,DKL1231532809B1,farlev 500,kaplet,levofloxacin hemihydrate,"untuk menyembuhkan infeksi bakteri sensitif levofloxacin sinusitis , eksaserbasi akut bronkitis kronis , pneumonia , infeksi saluran kemih",bronkitis akut dan kronis| infeksi saluran kemih| eksaserbasi| sinusitis| pneumonia| infeksi bakteri
6037,DKL1231532809A1,farlev,kaplet,levofloxacin hemihydrate,"untuk menyembuhkan infeksi bakteri sensitif levofloxacin sinusitis , eksaserbasi akut bronkitis kronis , pneumonia , infeksi saluran kemih",bronkitis akut dan kronis| infeksi saluran kemih| eksaserbasi| sinusitis| pneumonia| infeksi bakteri
6038,DKL9309204104A2,fasiprim,kaplet,sulfamethoxazole,"untuk menbgobati infeksi bakteri saluran kemih , infeksi bakteri saluran pernafasan",infeksi saluran kemih| infeksi saluran pernapasan
6039,DKL9909211704A1,fasiprim forte,kaplet,trimethoprim| sulfamethoxazole,"untuk menbgobati infeksi bakteri saluran kemih, infeksi bakteri saluran pernafasan.",infeksi saluran kemih| infeksi saluran pernapasan
6043,DKL9400912204A1,fatibact,kaplet,trimethoprim| sulfamethoxazole,"infeksi saluram urinarius disebabkan kuman e  coli , klebsiella , aerobacter , proteus",infeksi saluran kemih
6044,DKL7220601201A3,fenicol,kapsul,chloramphenicol,infeksi gram positif gram negatif disebabkan bakteri rentan kloramfenikol,infeksi bakteri
6046,DKL9731516038A1,fixacep 100,sirup,cefixime trihydrate,"infeksi saluran kemih tanpa komplikasi, otitis media, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut",bronkitis akut dan kronis| bronkitis| radang telinga| tonsilitis| infeksi saluran kemih| eksaserbasi| faringitis| otitis media
6046,DKL9731516038A1,fixacep 100 ds,sirup,cefixime trihydrate,"infeksi saluran kemih tanpa komplikasi, otitis media, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut",bronkitis akut dan kronis| bronkitis| radang telinga| tonsilitis| infeksi saluran kemih| eksaserbasi| faringitis| otitis media
6047,DKL9731515917A1,fixacep 200,tablet,cefixime trihydrate,"infeksi saluran kemih tanpa komplikasi, otitis media, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut",bronkitis akut dan kronis| bronkitis| radang telinga| tonsilitis| infeksi saluran kemih| faringitis| otitis media
6049,DKL0604216401B1,fixatic,kapsul,cefixime trihydrate,"infeksi saluran kemih tanpa komplikasi, otitis media, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut",bronkitis akut dan kronis| bronkitis| radang telinga| tonsilitis| infeksi saluran kemih| faringitis| otitis media
6055,DKL9921622738A1,fixiphar,sirup,cefixime trihydrate,"infeksi saluran kemih tanpa komplikasi, otitis media, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut",bronkitis akut dan kronis| bronkitis| radang telinga| tonsilitis| infeksi saluran kemih| eksaserbasi| faringitis| otitis media
6063,DKL0033201609A1,floksid,kaplet,ciprofloxacin hydrochloride monohydrate,"isk prostatitis , uretritis servisitis , go  infeksi gl tifoid paratifoid , sal nafas kecuali pneumonia strep , kulit jar lunak , tulang sendi",prostatitis| infeksi saluran pernapasan| infeksi streptococcus| paratifus| servisitis| gonore| infeksi saluran kemih| uretritis| pneumonia
6065,DKL0932403317A1,floxacap,tablet,levofloxacin,"sinusitis maksilaris akut , eksaserbasi akut bronkitis kronik , pneumonia lingkungan , isk pielonefritis ringan , infeksi kulit struktur kulit ringan terkomplikasi",bronkitis akut dan kronis| infeksi kulit| infeksi ginjal| infeksi saluran kemih| eksaserbasi| sinusitis| pneumonia
6065,DKL0932403317A1,floxacap 500,tablet,levofloxacin hemihydrate,"sinusitis maksilaris akut , eksaserbasi akut bronkitis kronik , pneumonia lingkungan , isk pielonefritis ringan , infeksi kulit struktur kulit ringan terkomplikasi",bronkitis akut dan kronis| infeksi kulit| infeksi ginjal| infeksi saluran kemih| eksaserbasi| sinusitis| pneumonia
6067,DKI1524200118A1,fluomizin,tablet,dequalinium chloride,"bacterial vaginosis, candidiasis, trikomoniasis",trikomoniasis| candidiasis| vaginosis bakterialis
6068,DKL9722221438A1,forifek,sirup,cefaclor monohydrate micronized,"infeksi saluran napa , pneumonia saluran napa faringitis tonsilitis saluran kemih pielonefritis sistitis kulit struktur kulit otitis medium",infeksi saluran pernapasan| infeksi ginjal| tonsilitis| infeksi saluran kemih| sinusitis| faringitis| otitis media| pneumonia
6069,DKL9722221501A1,forifek 500,kapsul,cefaclor monohydrate,"infeksi saluran napa , pneumonia saluran napa faringitis tonsilitis saluran kemih pielonefritis sistitis kulit struktur kulit otitis medium",infeksi saluran pernapasan| infeksi ginjal| tonsilitis| infeksi saluran kemih| sinusitis| faringitis| otitis media| pneumonia
6071,DKL1035307038B1,fosicol forte,sirup,thiamphenicol,"infeksi disebabkan salmonella sp , h influenzae infeksi meningeal , rickettsia , limfogranuloma - psittacosis , meningitis disebabkan bakteri gram negatif",psitakosis| infeksi salmonella| rakitis| infeksi| lymphogranuloma| meningitis| flu
6073,DKL0435301801A1,fosicol,kapsul,thiamphenicol,"infeksi disebabkan salmonella sp , h influenzae infeksi meningeal , rickettsia , limfogranuloma - psittacosis , meningitis disebabkan bakteri gram negatif",psitakosis| infeksi salmonella| rakitis| infeksi| lymphogranuloma| meningitis| flu
6074,DKL9407908938A1,fusaltrax,sirup,thiamphenicol,"tifoid , paratifoid , infeksi saluran nafas , isk , bruselosis , salmonella sp , riketsia , meningitis , infeksi berat",brucellosis| demam paratifoid| infeksi saluran pernapasan| paratifus| infeksi salmonella| rakitis| infeksi| infeksi saluran kemih| meningitis
6075,DKL0618820533A1,fuzide,suspensi,nifuroxazide,untuk mengobati diare,diare
6076,DKL1616705138A1,gencef 125,sirup,cefadroxil monohydrate,"mengatasi infeksi saluran pernafasan , saluran kemih kelamin infeksi kulit jaringan lunak",infeksi saluran kemih| infeksi saluran pernapasan| infeksi saluran kelamin| infeksi kulit
6078,DKL1616705201A1,gencef 500,kapsul,cefadroxil monohydrate,"mengatasi infeksi saluran pernafasan , saluran kemih kelamin infeksi kulit jaringan lunak",infeksi saluran kemih| infeksi kulit| infeksi saluran pernapasan
6079,DKL9608005101B1,genicol-500,kapsul,thiamphenicol,"infeksi disebabkan salmonella sp , h  influenzae infeksi meningeal , rickettsia , limfogranuloma - psittacosis , meningitis yg disebabkan bakteri gram negatif",psitakosis| infeksi salmonella| rakitis| infeksi| lymphogranuloma| meningitis| flu
6081,DKL0208506617A1,girabloc,tablet,ciprofloxacin hydrochloride,"infeksi saluran kemih , infeksi saluran nafas , kulit jaringan lunak , tulang sendi , infeksi saluran cerna , osteomielitis akut , infeksi sal nafas , kulit jaringan lunak , tulang sendi , infeksi intra - abdomen komplikasi",infeksi saluran pencernaan| osteomielitis| infeksi saluran kemih| infeksi saluran pernapasan
6082,DKL9931107501B1,grafacef,kapsul,cefadroxil monohydrate,"mengatasi infeksi saluran pernafasan , saluran kemih kelamin infeksi kulit jaringan lunak",infeksi saluran kemih| infeksi saluran pernapasan| infeksi kulit
6084,DKL9631106333A1,graprima,suspensi,sulfamethoxazole| trimethoprim,"infeksi saluran urin , sal pencernaan , sal pernafasan , infeksi telinga , hidung , tenggorokan , toksoplasmosis , infeksi dimana obat terpilih tidak",infeksi saluran pernapasan| infeksi| infeksi saluran pencernaan| infeksi saluran kemih| infeksi telinga| toksoplasmosis
6085,DKL9918212509A1,hecobac 500,kaplet,clarithromycin,"infeksi saluran nafas, otitis media akut, infeksi kulit dan struktur kulit",otitis media| infeksi kulit| infeksi saluran pernapasan
6090,DKL0807809933A1,hufafural,suspensi,nifuroxazide,"diare e  coli , staphyloccocus aureus , pseudomonas aeruginosa kolopatis spesifik",diare| infeksi staphylococcus| kolopatis
6093,DKL9707807804B1,hufanoxil 500 mg,kaplet,amoxicillin trihydrate,"infeksi saluran pernafasan bagian bawah yang disebabkan oleh streptococci, pneumococci, staphylococci non penicilinase dan h influenzae,infeksi pada traktus genitourinary yang disebabkan oleh e coli, proteus mirabilis, dan streptococcus faecalis,infeksi pada telinga, hidung dan tenggorokan yang disebabkan oleh streptococci, pneumococci, staphylococci, non penicilinase dan h influenzae, septicaemia, bakteri endocarditis dan gonorrhoea acute tidak terkomplikasi, infeksi ano-genital dan urethral yang disebabkan oleh n gonorrhoea.",infeksi streptococcus| infeksi saluran pernapasan| septikemia| infeksi genital| infeksi saluran kemih| gonore| infeksi telinga| infeksi staphylococcus| flu| infeksi bakteri
6095,DKL9607807438A1,hufanoxil,sirup,amoxicillin trihydrate,"infeksi saluran pernafasan bagian bawah yang disebabkan oleh streptococci, pneumococci, staphylococci non penicilinase dan h influenzae, infeksi pada traktus genitourinary yang disebabkan oleh e coli, proteus mirabilis, dan streptococcus faecalis, infeksi pada telinga, hidung dan tenggorokan yang disebabkan oleh streptococci, pneumococci, staphylococci, non penicilinase dan h influenzae, septicaemia, bakteri endocarditis dan gonorrhoea acute tidak terkomplikasi, infeksi ano-genital dan urethral yang disebabkan oleh n gonorrhoea",infeksi streptococcus| infeksi saluran pernapasan| septikemia| infeksi urethral| infeksi genital| infeksi saluran kemih| gonore| infeksi telinga| infeksi staphylococcus| flu| infeksi bakteri
6096,DKL9322706309B1,improvox-500,kaplet,amoxicillin trihydrate,"infeksi sal nafas , isk , infeksi kulit jar lunak , tulang sendi , gigi , - abortus septik , sepsis purpura , sepsis intraabdominal",infeksi saluran pernapasan| infeksi kulit| infeksi gigi| aborsi septik| infeksi saluran kemih| purpura| infeksi tulang| sepsis
6098,DKL1340803938A1,inbacef,sirup,cefixime trihydrate,"infeksi saluran kemih tanpa komplikasi, otitis media, (radang rongga gendang telinga), faringitis dan tonsilitis, bronkhitis akut dan kronis serta eksaserbasi (kumatnya penyakit atau gejala penyakit secara mendadak) akut",bronkitis akut dan kronis| bronkitis| radang telinga| tonsilitis| infeksi saluran kemih| eksaserbasi| faringitis| otitis media
6103,DKL9508004001A1,indanox,kapsul,clindamycin hydrochloride,"infeksi disebabkan bakteri anaerob , infkesi disebabkan strain streptococci , pneumococci , staphylococci",infeksi| infeksi staphylococcus| infeksi streptococcus| infeksi bakteri
6104,DKL9508004001B1,indanox - 300,kapsul,clindamycin hydrochloride,"infeksi disebabkan bakteri anaerob , infkesi disebabkan strain streptococci , pneumococci , staphylococci",infeksi| infeksi staphylococcus| infeksi streptococcus| infeksi bakteri
6106,DKL9930906610A1,infatrim,tablet,sulfamethoxazole| trimethoprim,"infeksi traktus urinarius seperti pielonefritis, pielitis dan prostatitis akut dan kronis oleh kuman yang sensitif seperti e. coli, klebsiella, enterobacter dan proteus, infeksi traktus gastrointestinal, terutama oleh kuman salmonella dan shigella seperti demam tifoid, paratifoid dan disentri basiler, infeksi traktus respiratorius seperti bronkhitis akut dan sinusitis akut oleh kuman h. influenzae dan s. pneumoniae, infeksi tht seperti otitis media akut dan sinusitis akut oleh kuman h. influenzae atau s. pneumoniae, infeksi lain seperti toxoplasmosis dan infeksi lainnya dimana obat terpilih tidak dapat diberikan",bronkitis akut dan kronis| demam paratifoid| prostatitis| infeksi ginjal| infeksi saluran pernapasan| infeksi usus| disentri| pneumonia| demam tifoid| infeksi saluran kemih| infeksi| sinusitis| otitis media| toksoplasmosis| pielitis| flu
6107,DKL9930906704A1,infatrim forte,kaplet,sulfamethoxazole| trimethoprim,"infeksi traktus urinarius pielonefritis , pielitis prostatitis akut kronis kuman sensitif e  coli , klebsiella , enterobacter proteus , infeksi traktus gastrointestinal , kuman salmonella shigella demam tifoid , paratifoid disentri basiler , infeksi traktus respiratorius bronkhitis akut sinusitis akut kuman h  influenzae s  pneumoniae , infeksi tht otitis medium akut sinusitis akut kuman h  influenzae s  pneumoniae , infeksi toxoplasmosis infeksi dimana obat terpilih tidak",bronkitis akut dan kronis| demam paratifoid| bronkitis| prostatitis| infeksi ginjal| infeksi saluran pernapasan| infeksi usus| disentri| pneumonia| demam tifoid| infeksi saluran kemih| sinusitis| otitis media| toksoplasmosis| pielitis
6108,DKL7205047610A1,inoxin,tablet,isoniazid,tuberkulosis paru,tbc (tuberkulosis)
6109,DKL0217617410A1,interbi,tablet,terbinafine hydrochloride,"infeksi jamur onikomikosis kulit kuku sebabkan dermatofit trichophyton , microsporum canis epidermophyton floccosum  pengobaan penyakit kulit akibat jamur ringworm tinea korporis , tinea kruris , tinea pedis ,",tinea cruris| kutu air| tinea corporis| infeksi jamur| onkomikosis
6112,DKL7817608801A1,interdoxin 50,kapsul,doxycycline hyclate,"sipilis , infeksi rentan berat , epididimo - orkitis , serangan akut malaria falciparum resisten klorokuin , demam tifus , uretritis nongonokokus , penyakit menular seksual , gonore komplikasi , profilaksis scrub tifus , pengobatan profilaksis pasca pajanan antraks inhalasi , leptospirosis , diare , pencegahan malaria , periodontitis , jerawat",diare| periodontitis| antraks inhalasi| jerawat| leptospirosis| malaria| epididimo-orkitis| tifus| gonore| infeksi| epididimoorkitis| uretritis| penyakit menular seksual| sifilis
